title,album,year,lyrics_raw
Dead Inside,Drones,2015,"[Intro]
Dead inside
(Dead inside)

[Verse 1]
Revere a million prayers
And draw me into your holiness
But there's nothing there
Light only shines from those who share
Unleash a million drones
And confine me then erase me, babe
Do you have no soul?
It's like it died, long ago

[Chorus]
Your lips feel warm to the touch
You can bring me back to life
On the outside, you're ablaze and alive
But you're dead inside

[Guitar Solo]

[Verse 2]
You're free to touch the sky
Whilst I am crushed and pulverised
Because you need control
Now I'm the one who's letting go
You like to give an inch
Whilst I am giving infinity
But now I've got nothing left
You have no cares and I'm bereft

[Chorus]
Your skin feels warm to caress
I see magic in your eyes
On the outside, you're ablaze and alive
But you're dead inside
(Dead inside)

[Bridge]
Feel me now, hold me please
I need you to see who I am
Open up to me, stop hiding from me
It's hurting, babe, only you can stop the pain
Don't leave me out in the cold
Don't leave me out to die
I gave you everything, I can't give you any more
Now I've become just like you

[Outro]
My lips feel warm to the touch
My words seem so alive
My skin is warm to caress
I'll control and hypnotize
You've taught me to lie without a trace
And to kill with no remorse
On the outside, I'm the greatest guy
Now I'm dead inside
(Dead inside)"
[Drill Sergeant],Drones,2015,"[Drill Sergeant / (Soldier)]
If you do not do what you're told to do when you're told to do it, you will be punished. Do you understand?
(Aye, sir)
If you leave my base without proper authorization, I will hunt you down and throw your ass in jail. Do you understand?
(Aye, sir)
I can't hear you!
(Aye, sir!)
Scream it!
(Aye, sir!)
Your ass belongs to me now!
(Aye, sir!)"
Psycho,Drones,2015,"[Verse 1: Matt Bellamy]
Love, it will get you nowhere
You're on your own
Lost in the wild
So come to me now
I could use someone like you
Someone who'll kill on my command
And ask no questions

[Pre-Chorus: Matt Bellamy]
I'm gonna make you
I'm gonna break you
I'm gonna make you
A fucking psycho

[Chorus: Matt Bellamy]
A fucking psycho
Ha-ha, a fucking psycho
Your ass belongs to me now, oh

[Post-Chorus: Drill Sergeant & Soldier]
Are you a human drone? Aye, sir
Are you a killing machine? Aye, sir
I'm in control, motherfucker, do you understand? Aye, sir

[Verse 2: Matt Bellamy]
Your mind is just a program
And I'm the virus
I'm changing the station
I'll improve your thresholds
I'll turn you into a super drone (A super drone)
And you will kill on my command
And I won't be responsible

[Pre-Chorus: Matt Bellamy]
I'm gonna make you
I'm gonna break you
I'm gonna make you
A fucking psycho

[Chorus: Matt Bellamy]
A fucking psycho
Ha-ha, a fucking psycho
Your ass belongs to me now

[Post-Chorus: Drill Sergeant & Soldier]
Are you a psycho killer? Say ""I'm a psycho killer""
I am a psycho killer!
Scream it! I am a psycho killer!
Show me your war face! Ah!
You are a pussy, I said show me your war face! Ah!

[Pre-Chorus: Matt Bellamy]
I'm gonna make you
I'm gonna break you
I'm gonna make you
A fucking psycho

[Chorus: Matt Bellamy]
A fucking psycho
Ha-ha, a fucking psycho
Your ass belongs to me now

[Bridge: Drill Sergeant, Soldier, Matt Bellamy]
I will break you, do you understand?
I will break you, do you understand?
I will break you, do you understand?
I will break you, do you understand?
Aye, sir
You fucking psycho

[Outro: Matt Bellamy]
Your ass belongs to me now (Yeah)
Your ass belongs to me now, ooh-ah




31"
Mercy ,Drones,2015,"[Verse 1]
Help me, I've fallen on the inside
I tried to change the game, I tried to infiltrate but now I'm losing

[Pre-Chorus]
Men in cloaks always seem to run the show
Save me from the ghosts and shadows before they eat my soul, yeah

[Chorus]
Mercy, mercy
Show me mercy, from the powers that be
Show me mercy, can someone rescue me?

[Verse 2]
Absent gods and silent tyranny, we're going under
Hypnotized by another puppeteer, and tell me why the

[Pre-Chorus]
Men in cloaks always have to bring me down
Running from the ghosts and shadows the world just disavows, yeah

[Chorus]
Mercy, mercy
Show me mercy, from the powers that be
Show me mercy, can someone rescue me?

[Post-Chorus]
Show me mercy
Show me mercy, please

[Bridge]
Help me, I've fallen on the inside
And all the men in cloaks trying to devour my soul

[Chorus]
Show me mercy from the powers that be
Show me mercy from the gutless and mean
Show me mercy from the killing machines
Show me mercy, can someone rescue me?"
Reapers,Drones,2015,"[Verse 1]
Home, it's becoming a killing field
There's a crosshair locked on my heart
With no recourse and there's no one behind the wheel
Hellfire, you're wiping me out, killed by

[Pre-Chorus]
Drones (Killed by)
Drones (Killed by)

[Chorus]
You rule with lies and deceit
And the world is on your side
'Cause you've got the CIA, babe
(You can run but you're never gonna hide)
But all you've done is brutalise
(You can run but you're never gonna gonna gonna)
Drones!

[Verse 2]
War, war just moved up a gear
I don't think I can handle the truth
I'm just a pawn
And we're all expendable
Incidentally electronically erased by your

[Pre-Chorus]
Drones (Killed by)
Drones (Killed by)

[Chorus]
You kill by remote control
And the world is on your side
You've got reapers and hawks, babe
(You can run but you're never gonna hide)
Now I am radicalized
(You can run but you're never gonna gonna gonna)
Drones! (Killed by)

[Guitar Solo]

[Chorus]
(You can run but you're never gonna hide)
(You can run but you're never gonna gonna gonna)
(You can run but you're never gonna hide)
(You can run but you're never gonna gonna gonna)
You rule with lies and deceit
And the world is on your side
You've got the CIA, babe
But all you've done is brutalise

[Chorus]
You kill by remote control
(You can run but you're never gonna hide)
And the world is on your side
(You can run but you're never gonna gonna gonna)
You've got reapers and hawks, babe
(You can run but you're never gonna hide)
Now I am radicalized
(You can run but you're never gonna gonna gonna)

[Outro]
Here come the drones!
Here come the drones!
Here come the drones!"
The Handler,Drones,2015,"[Verse 1]
You (You, you) were my oppressor
And I, (I, I) I have been programmed to obey
But now (Now, now) you are my handler
And I, (I, I) I will execute your demands

[Chorus]
Leave me alone
I must disassociate from you

[Verse 2]
Behold (-hold, -hold) my trance formation
And you (You, you) are empowered to do as you please
My mind (Mind, mind) was lost in translation
And my heart (Heart, heart) has become a cold and impassive machine

[Chorus]
Leave me alone
I must disassociate from you, yeah-yeah
Bum-bu-dayuh, bu-dayuh, bu-dayuh, bu-dayuhohoh

[Instrumental Bridge]

[Outro]
I won't let you control my feelings anymore
And I will no longer do as I am told
And I am no longer afraid to walk alone
Let me go, let me be
I am escaping from your grip
You will never own me again, yeah-yeah
Bum-bu-dayuh, bu-dayuh, bu-dayuh, bu-dayuhohoh"
[JFK],Drones,2015,"For we are opposed around the world
By a monolithic and ruthless conspiracy
That relies primarily on covert means
For expanding its sphere of influence
On infiltration instead of invasion
On subversion instead of elections
On intimidation instead of free choice
On guerrillas by night instead of armies by day
It is a system which has conscripted
Vast human and material resources
Into the building of a tightly knit
Highly efficient machine that combines military, diplomatic
Intelligence, economic, scientific and political operations
Its preparations are concealed, not published
Its mistakes are buried, not headlined
Its dissenters are silenced, not praised"
Defector,Drones,2015,"[Chorus]
Free, yeah, I'm free
From your ins-ins-inciting
You can't brainwash me
You've got a problem
Free, yeah I'm free
From society
You can't control me
I'm a defector

[Verse 1]
You think you're strong and you can't be broken
But your empire is dissolving
You thought, you thought I was weak
But you got it wrong, look into my eyes, I'm a defector

[Chorus]
Free, yeah, I'm free
From your ins-ins-inciting
You can't brainwash me
You've got a problem
Free, yeah I'm free
From society
You can't control me
I'm a defector

[Verse 2]
Your blood is blue and your mind's turned green
And your belly is all yellow
You believe your throne is too high
To be overthrown, we'll watch it get razed by a defector

[Chorus]
Free, yeah, I'm free
From your ins-ins-inciting
You can't brainwash me
You've got a problem
Free, yeah I'm free
From society
You can't control me
I'm a defector

[Guitar Solo]

[Pre-Chorus]
I'm a defector

[Chorus]
Free, yeah, I'm free
From your ins-ins-inciting
You can't brainwash me
You've got a problem
Free, yeah I'm free
From society
You can't control me
I'm a defector

[Outro — JFK]
We look for strength and assistance
Confident that with your help
Man will be what he was born to be:
Free and independent"
Revolt,Drones,2015,"[Verse 1]
How did we get in so much trouble?
Getting out just seems impossible
Oppression is persisting
I can't fight this brain conditioning
Our freedom's just a loan
Run by machines and drones
They've got us locked into their sights
Soon, they'll control what's left inside

[Pre-Chorus]
Don't try to hide it
Don't tell me it's not there

[Chorus]
You've got strength, you've got soul
You've felt pain, you've felt love
You can grow (You can grow), you can grow (You can grow)
You can make this world what you want
You can revolt, you can revolt
You can revolt, ooh-oh

[Verse 2]
Can you hear a distant thunder?
Taste earth's blood and hunger
We live in a toxic jungle
Truth is suppressed to mumbles
They'll take away our homes
They're just machines and drones

[Pre-Chorus]
Don't try to fight it
Don't tell me you can't see

[Chorus]
You've got strength, you've got soul
You've felt pain, you've felt love
You can grow (You can grow), you can grow (You can grow)
You can make this world what you want
You can revolt, you can revolt
You can revolt, ooh-oh

[Guitar Solo]

[Bridge]
I can feel your pain
And I can feel your confusion
I can see you're trapped in a maze
Let's find a way to escape

[Chorus]
You've got strength, you've got soul
You're not afraid, you're not a drone
You can grow (You can grow), you can grow (You can grow)
You can make this world what you want
You can revolt, you can revolt
You can revolt, ooh-oh"
Aftermath,Drones,2015,"[Verse 1]
War is all around, I'm growing tired of fighting
I've been drained and I can't hide it
But I have strength for you, you're all that's real anymore
I am coming home now, I need your comfort

[Chorus]
From this moment, from this moment
You will never be alone
We're bound together, now and forever
The loneliness has gone

[Verse 2]
States are crumbling, and walls are rising high again
It's no place for the faint-hearted
But my heart is strong 'cause now I know where I belong
It's you and I against the world, and we are free

[Chorus]
From this moment, from this moment
You will never be alone
We're bound together, now and forever
The loneliness has gone

[Bridge]
We've gone against the tide
All we have is each other now
And I am coming home now
I need your comfort

[Chorus]
(From this moment) From this moment, (From this moment) from this moment
(You will never be alone) Never be alone, yeah
(We're bound together) We're bound together, (Now and forever) now and forever
(The loneliness has gone) The loneliness has gone
(From this moment) From this moment, (From this moment) from this moment
(You will never be alone) Never be alone
We're bound together, now and forever
The loneliness has gone
From this moment (From this moment), from this moment (From this moment)
You will never be alone
We're bound together, now and forever
The loneliness has gone

[Outro]
We're bound together
Now and forever
The loneliness has gone



"
The Globalist,Drones,2015,"[Part I]

[Instrumental Intro]

[Verse]
You were never truly loved
You have only been betrayed
You were never truly nurtured
By churches or the state
You were left unprotected
To these wild and fragile lands
But you can rise up like a god
Arm yourself, you can be strong
You can build a nuclear power
Transform the earth to your desire
Free your mind from false beliefs
You can be the commander in chief
You can hide your true motives
To dismantle and destroy

[Chorus]
Now you finally have the code
I have given you the code

[Part II]

[Interlude]
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh
Oh-oh-oh-oh-oh
(Ten, nine, eight, seven, six)
(Five, four, three, two, one, fire)

[Instrumental]

[Part III]

[Verse 1]
There's no country left
To love and cherish
It's gone, it's gone for good
It's you and me, babe, survivors
To hunt and gather memories
Of the great nation we were

[Verse 2]
There's no countries left
To fight and conquer
I think I destroyed them all
It's human nature, the greatest hunter will
Survive alone with no one left to love

[Interlude]
Ah-ah-ah-ah-ah
Ah-ah-ah-ah-ah, ah-ah-ah
Ah-ah-ah-ah-ah, ah-ah-ah
Ah-ah-ah-ah-ah-ah, ah-ah-ah

[Verse 3]
There's no culture left
To love and cherish
It's gone, you know it's gone for good
A trillion memories lost in space and time
Forevermore
I just wanted, I just needed to be loved"
Drones,Drones,2015,"[Verse 1]
Killed by drones
My mother, my father
My sister and my brother
My son and my daughter

[Verse 2]
Killed by drones
Our lives between your fingers and your thumb
Can you feel anything at all? Are you dead inside?
Now you can kill from the safety of your home with drones

[Outro]
Amen"
Algorithm,Simulation Theory,2018,"[Verse 1]
Burn like a slave
Churn like a cog
We are caged in simulations
Algorithms evolve
Push us aside and render us obsolete

[Chorus]
This means war
With your creator
This means war
With your creator

[Bridge]
Reload, crash out

[Chorus]
This means war
With your creator
This means war
With your creator"
The Dark Side,Simulation Theory,2018,"[Verse 1]
I have lived in darkness
For all my life, I've been pursued
You'd be afraid if you could feel my pain
And if you could see the things I am able to see

[Chorus]
Break me out, break me out
Let me flee
Break me out, break me out
Set me free

[Verse 2]
I hail from the dark side
For all my life, I've been besieged
You'd be scared living with my despair
And if you could feel the things I am able to feel

[Chorus]
Break me out, break me out
Let me flee
Break me out, break me out
Set me free

[Outro]
Break me out, break me out
Let me flee
Break me out, break me out
Set me free
Save me from the dark side
Break me out, break me out
Set me free"
Pressure,Simulation Theory,2018,"[Verse 1]
I'm trapped and my back's up against the wall
I see no solution or exit out
I'm grinding it out, no one can see
The pressure's growing exponentially
I'm trying to keep up to speed with you
Your lane changing is oscillating me
I'm hitting the ground and I'm sprinting
I'm falling behind now I'm tuning out
​
[Pre-Chorus]
Pressure building
Pressure building
Pressure building

[Chorus]
Don't push me (Ah-ah-ah)
Don't push me (Ah-ah-ah)
Let me get off the ground (Don't push me)
To you I'm no longer bound (Ah-ah-ah)
Don't stop me (Ah-ah-ah)
Don't choke me (Ah-ah-ah)
I need you out of my head (Don't push me)
You've got me close to the edge (Don't push me)

[Verse 2]
I'm feeling the pressure
I can't break out
No one can hear me scream and shout
Get out of my face, out of my mind
I see your corruption
I'm not blind
I'll carry the burden and take the strain
And when I am done I will make you pay

[Pre-Chorus]
Pressure building
Pressure building
Pressure building

[Chorus]
Don't push me (Ah-ah-ah)
Don't push me (Ah-ah-ah)
Let me get off the ground (Don't push me)
To you I'm no longer bound (Ah-ah-ah)
Don't curb me (Ah-ah-ah)
Don't thwart me (Ah-ah-ah)
I need you out of my head (Don't push me)
You've got me close to the edge (Don't push me)

[Instrumental Break]

Pressure building
Pressure building

[Chorus]
Don't push me (Ah-ah-ah)
Don't push me (Ah-ah-ah)
Let me get off the ground (Don't push me)
To you I'm no longer bound (Ah-ah-ah)
Don't stop me (Ah-ah-ah)
Don't block me (Ah-ah-ah)
I need you out of my head (Don't push me)
You've got me close to the edge (Don't push me)

[Outro]
Pressure building
Pressure building"
Propaganda,Simulation Theory,2018,"[Intro]
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-paganda
Pro-pro-pro-pro-pro-pro-pro-pro-propa-gan-ganda
Propa-gan ga
Propa-propa-gan-ganda
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-ga-ga-ga-ga

[Verse 1]
Floozy
You got me trapped in your dark fantasy world
Don't you know you make me woozy?
You have me wrapped around your little finger

[Chorus]
Baby, don't you know you can't lose
You make me offers that I can't refuse
You keep telling pretty lies
You toy with the truth
Oh you're killing me with your

[Refrain]
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-paganda
Pro-pro-pro-pro-pro-pro-pro-pro-propa-gan-ganda
Propa-gan ga
Propa-propa-gan-ganda
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-ga-ga-ga-ga

[Verse 2]
Cold chick
You ate my soul just like a Death Eater
I'm the ocean, you're an oil slick
Now I am choking on your thought pollution

[Chorus]
Baby, don't you know you can't lose
You make me offers that I can't refuse
You keep telling pretty lies
You toy with the truth
Oh you're killing me with your

[Refrain]
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-paganda
Pro-pro-pro-pro-pro-pro-pro-pro-propa-gan-ganda
Propa-gan ga
Propa-propa-gan-ganda
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-ga-ga-ga-ga

[Solo]
Propa
Propa
Ga-ga-ganda

[Chorus]
Can't lose
You make me offers that I can't refuse
You keep telling pretty lies, babe
Baby, don't you know you can't lose?
You make me offers that I can't refuse, yeah
You contort me with your lies, babe
Don't you know that you just can't lose?
You make me offers that I can't refuse, yeah
You keep telling pretty lies
You play with the truth
Oh you're killing me with your
Pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-pro-pro
Ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ga-ganda"
Break It to Me,Simulation Theory,2018,"[Refrain]
(Break it to me)
(Break it to me)
(Break it to me)

[Verse 1]
Don't dress it up but don't beat around the bush
And don't cover it up but don't push it underground
And don't keep it inside and don't edit and redact
And no dumbing it down
And don’t fake it, just

[Refrain]
(Break it to me)
(Break it to me)
(Break it to me)

[Verse 2]
And I can handle the truth
I can cope with whatever you're holding back
No need to sugar coat
Just
(Don't dress it up but don't beat around the bush
And don't cover it up but don't push it underground
And don't keep it inside and don't edit and redact
And no dumbing it down
And don’t fake it, just)

[Refrain]
(Break it to me)
(Break it to me)
(Just break it to me)

[Chorus]
I know how to mend
I can rise high above the ashes
I'll re-invent
I will re-emerge
Reborn

[Refrain]
(Break it to me)
(Break it to me)

[Verse 3]
Don't dress it up but don't beat around the bush
And don't cover it up but don't push it underground
And don't keep it inside and don't edit and redact
And no dumbing it down
And don’t fake it, just

[Refrain]
(Break it to me)
(Just break it to me)

[Chorus]
I know how to mend
I can rise high above the ashes
I'll re-invent
I will re-emerge
Reborn

[Refrain]
(Break it to me)
(Break it to me)
(Break it to me)

(Break it to me)
(Break it to me)
(Break it to me)"
Something Human,Simulation Theory,2018,"[Verse 1]
My circuits have blown
I know it's self-imposed
And all I have shared, and all I have loved
Is all I'll ever own
But something has changed
I feel so alive
My life just blew up, I'd give it all up
I'll depressurize

[Chorus]
Ten thousand miles left on the road
Five-hundred hours 'til I am home
I need something human, human
Human, human

[Verse 2]
Let's face all our fears
Come out of the shade
Let's burn all the money, absolve all the lies
And wake up unscathed
The big picture's gone
Replaced with visions of you
Now life can begin, I've cleansed all my sins
I'm about to break through

[Chorus]
Five thousand miles left on the road
Two-hundred hours 'til I am home
I need something human, human
Human, human

[Bridge]
And I need the touch
And something human, human

[Chorus]
Less than a mile left on the road
I will be crawling through your door
I need something human, human
Human, human

[Outro]
And I need your love
And something human, human"
Thought Contagion,Simulation Theory,2018,"[Verse 1]
Strung out falling from the big time
Welcome to the infinite black skies
Brain cleansed fractured identity
Fragments and scattered debris

[Chorus]
Thought contagion
Thought contagion

[Verse 2]
Fall down learn when to count it out
Prop me up before I black out
Withdraw before you're out of time
A clean slate and buried war crimes

[Chorus]
You've been bitten by a true believer
You've been bitten by someone who's hungrier than you
You've been bitten by a true believer
You've been bitten by someone's false beliefs
Thought contagion
Thought contagion

[Verse 3]
They'll never do what you want them to
Give it up and watch them break through
It's too late for a revolution
Brace for the final solution

[Chorus]
Thought contagion
Thought contagion

[Chorus]
You've been bitten by a true believer
You've been bitten by someone who's hungrier than you
You've been bitten by a true believer
You've been bitten by someone's false beliefs
Oh-woah-oh-woah-oh-oh-oh
Thought contagion
Oh-woah-oh-woah-oh-oh-oh
Thought contagion
Oh-woah-oh-woah-oh-oh-oh

[Outro]
Strung out falling from the big time (Welcome to the infinite black skies)
Oh-woah-oh-woah-oh-oh-oh (It's too late for a revolution)
Brace for the final solution"
Get Up and Fight,Simulation Theory,2018,"[Verse 1]
What we have's the only thing worth fighting for
And I, I won't let nothing keep us apart
Through these fallouts there is
A truth and pain but through it all
You will always have my heart

[Pre-Chorus 1]
I see a change on the horizon
Reasons to be frightened
I know that we can pull through
I am here to tell you

[Chorus]
Get up and fight
Get up and fight
I can't do this thing without you
I'm lost in this without you
Get up and fight
We've gotta get up and fight
I can't handle this without you
Can't do it without you

[Verse 2]
In our heads, a million voices scream and shout
And no one will ever hear a sound
Oh, only you can hush it
And calm the turmoil and the noise
And help me reach the higher ground

[Pre-Chorus 2]
I see a change on the horizon
Reasons to be frightened
There's nothing we can't get through
I am here to tell you

[Chorus]
To get up and fight
Get up and fight
I can't do this thing without you
I'm lost in this without you
Get up and fight
We've gotta get up and fight
I can't handle this without you
Can't do it without you

[Bridge]
Get up and fight
Get up and fight
I can't do it without you

[Chorus]
Get up and fight
Get up and fight
I can't do this thing without you
I'm lost in this without you
Get up and fight
We've gotta get up and fight
I can't handle this without you
Can't do it without you

[Outro]
I can't survive without your love in my life
You've gotta get up and fight"
Blockades,Simulation Theory,2018,"[Verse 1]
The truth is that when I am killing in order to survive
I have never felt so alive
I am always seeking to live and die on the edge
Life is a broken simulation, I'm unable to feel
I'm searching for something that's real
I am always seeking to see what's behind the veil

[Pre-Chorus]
Trapped in a maze of unseen walls
These blockades must fall

[Chorus]
Crush, crush
Raze and rush
Seize, fight for your life
Smash, test
Beat the best
Fight for your life
You've been summoned now

[Verse 2]
I never sleep or rest
But I'm still running out of time
I have sacrificed all of my life
The time has come to
To prove to you what I'm worth

[Pre-Chorus]
Trapped in a maze of endless walls
These blockades must fall

[Chorus]
Crush, crush
Raze and rush
Seize, fight for your life
Smash, test
Beat the best
Fight for your life
You've been summoned now

Crush, crush
Raze and rush
Seize, fight for your life
Smash, test
Beat the best
Fight for your life
You've been summoned now"
Dig Down,Simulation Theory,2018,"[Verse 1]
When hope and love has been lost and you fall to the ground
You must find a way
When the darkness descends and you're told it's the end
You must find a way

When God decides to look the other way and a clown takes the throne
We must find a way
Face the firing squad, against all the odds
You will find a way

[Chorus]
Dig down
Dig down
Dig down and find faith
When you're close to the edge
With a gun to your head
You must find a way

[Verse 2]
When friends are thin on the ground and they try to divide us
We must find a way
We have entered the fray and we will not obey
We must find a way, yeah

[Chorus]
Dig down
Dig down
Dig down and find faith
When they've left you for dead and you can only see red
You must find a way

Dig down
Dig down
Dig down, find faith
We won't let them divide, we will never abide
We will find a way

[Outro]
Dig down (Woah-oh-oh)
Dig down (Woah-oh-oh)
Dig down (Woah-oh-oh)
Faith (Woah-oh-oh)
Dig down (Woah-oh-oh)
Dig down (Woah-oh-oh)
Faith"
The Void,Simulation Theory,2018,"[Verse 1]
They'll say, no one can see us
That we're estranged and all alone
They believe nothing can reach us
And pull us out of the boundless gloom

[Chorus]
They're wrong
They're wrong
They're wrong
Yeah, baby, they're wrong
They're wrong
They're wrong

[Verse 2]
They'll say the sun is dying
And the fragile can't be saved
And the cold, it will devour us
And we won't rise up and slay giants

[Chorus]
They're wrong
They're wrong
They're wrong
Yeah, baby, they're wrong
They're wrong
They're wrong

[Bridge]
It takes a leap of faith
To awake from these delusions
You are the coder and avatar
A star

[Verse 3]
They'll say, no one will find us
That we're estranged and all alone
They believe nothing can reach us
And pull us out of the boundless gloom

[Chorus]
They're wrong
They're wrong
They're wrong
Baby, they're wrong
They're wrong
They're wrong"
Will of the People,Will of the People,2022,"[Intro]
The will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the

[Verse 1]
Let's push the emperors into the ocean
(The will of the people, the will of the people)
(The will of the, will of the)
Don't need a goon to flood with devotion
(The will of the people, the will of the people)
(The will of the, will of the)
With every hour, our number increases
(The will of the people, the will of the people)
(The will of the, will of the)
We'll smash your institutions to pieces
(The will of the people, the will of the people)
(The will of the, will of the)

[Pre-Chorus]
We need a transformation
One we all can see
We need a revolution
So long as we stay free (The will of the, will of the)

[Chorus]
Welcome to the desecration, baby
We'll build you right up, then we'll tear you down
Welcome to the celebration, baby
The judges are jailed and the future is ours

[Verse 2]
Free your sons and unlock your daughters
We'll throw the baby out with the bathwater
With every second, our anger increases
We're gonna smash your nation to pieces
(The will of the people, the will of the people)
(The will of the, will of the)

[Pre-Chorus]
We need a transmutation
One we all conceive
We need a revolution
So long as we stay free (The will of the, will of the)

[Chorus]
Welcome to the desecration, baby
We'll build you right up, then we'll tear you down
Welcome to the celebration, baby
The judges are jailed and the future is ours

[Bridge]
The will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the sheeple
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the
Will of the people, the will of the people
The will of the, will of the

[Chorus]
(The will of the, will of the)
Welcome to the desecration, baby
We'll build you right up, then we'll tear you down
(The will of the, will of the)
Welcome to the celebration, baby
The judges are jailed and the future is ours
(The will of the, will of the)"
Compliance,Will of the People,2022,"[Chorus]
Compliance
We just need your compliance
You will feel no pain anymore
And no more defiance
We just need your compliance
Just give us your compliance
We won't let you feel lost anymore
No more self-reliance
(Com-com-com-com-compliance)

[Verse 1]
Fall into line, you will do as you're told
No choice fatigue, your blood is running cold
We lose control, the world will fall apart
Love of your life will mend your broken heart
Life lived in fear, you need protection
You're all alone, too much rejection
We have what you need, just reach out and touch
We can save you (We can save you), we just need your

[Chorus]
Compliance
We just need your compliance
You will feel no pain anymore
No more defiance
Just give us your compliance

[Verse 2]
Cover your tracks, we know what's best for you
You've bitten off much more than you can chew
You're running scared, you'll run into our arms
Come join our clique, we'll keep you safe from harm
Our toy soldier, you'll do the dirty work
Stay loyal to us, we'll take away the hurt
We have what you need, just reach out and touch
We can save you (We can save you), just give us your

[Chorus]
Compliance
We just need your compliance
You will feel no pain anymore
No more defiance
Just give us your compliance

[Breakdown]
(Com-com-com-com-compliance)
(Com-com-com-com-compliance)
Ooh, ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
(We can save you, we can save you)

[Chorus]
Compliance
We just need your compliance
You will feel no pain anymore
And no more defiance
We just need your compliance
We just need your compliance
We won't let you feel lost anymore
No more self-reliance
(Com-compliance)
Compliance
We just need your compliance
You will feel no pain anymore
And no more defiance
We just need your compliance

[Outro]
Oh (Com-com-com-com-compliance)
Fear is controlling you (Com-com-com-com-compliance)
It's time to give it up (Com-com-com-com-compliance)
And give in to us (Com-com-com-com-compliance)
(We can save you, we can save you)
Give us your compliance"
Liberation,Will of the People,2022,"[Verse 1]
Silenced, you'll make us feel silenced
You stole the airwaves, but the air belongs to us
And violence, you'll make us turn to violence
You've left us choiceless, our backs against the wall
No more, and

[Chorus]
We have plans to take you down (Down, down)
We intend to erase your place in history
And soon (Soon), you'll be left with nothing
So I guess we should thank you (Thank you)
Thank you (Thank you), thank you (Thank you)
We've had enough

[Post-Chorus]
We thank you for playing your part in our liberation

[Verse 2]
And losing, the world can see you're losing
You'll send the army to trample on our prayers
And silenced, we'll be no longer silenced
You'll hear our voices, they'll rise even though
We're under siege, and

[Chorus]
We have plans to take you down (Forced abdication)
We intend to erase your place in history (Regime revocation)
Soon (Soon), you'll be left with nothing
So I guess we should thank you (Thank you)
Thank you (Thank you), thank you (Thank you)
We've had enough

[Outro]
Thank you for playing your part in our liberation, liberation
Liberation
Oh-oh, oh-oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh-oh, oh-oh
Liberation"
Won’t Stand Down,Will of the People,2022,"[Verse 1]
I never believed that I would concede
And let someone trample on me
You strung me along, I thought I was strong
But you were just gaslightin' me
I've opened my eyes and counted the lies
And now it is clearer to me
You are just a user and an abuser
Living vicariously
I never believed that I would concede
And get myself blown asunder
You strung me along, I thought I was strong
But now you have pushed me under
I've opened my eyes and counted the lies
And now it is clearer to me
You are just a user and an abuser
And I refuse to take it

[Chorus]
Won't stand down, I'm growing stronger
Won't stand down, I'm owned no longer
Won't stand down, you've used me for too long
Now die alone

[Verse 2]
Now I'm coming back, a counterattack
I'm playin' you at your own game
I'm cutting you out, a shadow of doubt
Is gonna hang over your name
I've opened my eyes, I see your disguise
I will never see you the same
I know how to win before you begin
I'll shoot you before you take aim
Now I'm coming back, a counterattack
A psychological war
I'm cutting you in, I'm under your skin
Now I'm gonna settle the score
I've opened my eyes, I see your disguise
I will never see you the same
I know how to win before you begin
I'll shoot you before you take aim

[Chorus]
Won't stand down, I'm growing stronger
Won't stand down, I'm owned no longer
Won't stand down, you've used me for too long
Now die alone

[Breakdown]
Won't stand down
Breaking out
Won't stand down

[Chorus]
Won't stand down, I'm growing stronger
Won't stand down, I'm owned no longer
Won't stand down, you've used me for too long
Now die alone

[Outro]
Won't stand down
Won't stand down"
